file,commitId,CBO,WMC,DIT,NOC,RFC,LCOM,NOM,NOPM,NOSM,NOF,NOPF,NOSF,NOSI,LOC,isSmelly,IsBlob,IsClassDataSBP,IsComplexClass,IsFuncDecomp,IsSpaghettiCode,CBOslopeLast10,WMCslopeLast10,DITslopeLast10,NOCslopeLast10,RFCslopeLast10,LCOMslopeLast10,NOMslopeLast10,NOPMslopeLast10,NOSMslopeLast10,NOFslopeLast10,NOPFslopeLast10,NOSFslopeLast10,NOSIslopeLast10,LOCslopeLast10,CBOslopeAllPast,WMCslopeAllPast,DITslopeAllPast,NOCslopeAllPast,RFCslopeAllPast,LCOMslopeAllPast,NOMslopeAllPast,NOPMslopeAllPast,NOSMslopeAllPast,NOFslopeAllPast,NOPFslopeAllPast,NOSFslopeAllPast,NOSIslopeAllPast,LOCslopeAllPast,isSmellyIn15,IsBlobIn15,IsClassDataSBPIn15,IsComplexClassIn15,IsFuncDecompIn15,IsSpaghettiCodeIn15,isSmellyIn30,IsBlobIn30,IsClassDataSBPIn30,IsComplexClassIn30,IsFuncDecompIn30,IsSpaghettiCodeIn30,isSmellyIn45,IsBlobIn45,IsClassDataSBPIn45,IsComplexClassIn45,IsFuncDecompIn45,IsSpaghettiCodeIn45,isSmellyIn60,IsBlobIn60,IsClassDataSBPIn60,IsComplexClassIn60,IsFuncDecompIn60,IsSpaghettiCodeIn60,isSmellyIn75,IsBlobIn75,IsClassDataSBPIn75,IsComplexClassIn75,IsFuncDecompIn75,IsSpaghettiCodeIn75,isSmellyIn90,IsBlobIn90,IsClassDataSBPIn90,IsComplexClassIn90,IsFuncDecompIn90,IsSpaghettiCodeIn90,isSmellyIn105,IsBlobIn105,IsClassDataSBPIn105,IsComplexClassIn105,IsFuncDecompIn105,IsSpaghettiCodeIn105,isSmellyIn120,IsBlobIn120,IsClassDataSBPIn120,IsComplexClassIn120,IsFuncDecompIn120,IsSpaghettiCodeIn120,isSmellyIn135,IsBlobIn135,IsClassDataSBPIn135,IsComplexClassIn135,IsFuncDecompIn135,IsSpaghettiCodeIn135,isSmellyIn150,IsBlobIn150,IsClassDataSBPIn150,IsComplexClassIn150,IsFuncDecompIn150,IsSpaghettiCodeIn150,isSmellyIn165,IsBlobIn165,IsClassDataSBPIn165,IsComplexClassIn165,IsFuncDecompIn165,IsSpaghettiCodeIn165,isSmellyIn180,IsBlobIn180,IsClassDataSBPIn180,IsComplexClassIn180,IsFuncDecompIn180,IsSpaghettiCodeIn180,isSmellyIn195,IsBlobIn195,IsClassDataSBPIn195,IsComplexClassIn195,IsFuncDecompIn195,IsSpaghettiCodeIn195,isSmellyIn210,IsBlobIn210,IsClassDataSBPIn210,IsComplexClassIn210,IsFuncDecompIn210,IsSpaghettiCodeIn210
src.main.java.com.jsoniter.spi.ExtensionManager,138e771f8c00516085c0713e9b35d2f2b080ee20,10.0,104.0,1.0,0.0,68.0,331.0,27.0,18.0,27.0,4.0,0.0,4.0,33.0,291.0,false,false,false,false,false,false,0.0,0.72727,0.0,0.0,0.29091,10.61818,0.43636,0.29091,0.43636,0.14545,0.0,0.14545,0.14545,1.6,0.04926,1.21346,0.0,0.0,0.77285,4.7567,0.21648,0.11166,0.21648,0.02627,0.0,0.02627,0.07882,2.20389,fileNotPresentInCommit,fileNotPresentInCommit,fileNotPresentInCommit,fileNotPresentInCommit,fileNotPresentInCommit,fileNotPresentInCommit,fileNotPresentInCommit,fileNotPresentInCommit,fileNotPresentInCommit,fileNotPresentInCommit,fileNotPresentInCommit,fileNotPresentInCommit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,fileNotPresentInCommit,fileNotPresentInCommit,fileNotPresentInCommit,fileNotPresentInCommit,fileNotPresentInCommit,fileNotPresentInCommit,fileNotPresentInCommit,fileNotPresentInCommit,fileNotPresentInCommit,fileNotPresentInCommit,fileNotPresentInCommit,fileNotPresentInCommit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
src.test.java.com.jsoniter.TestString,138e771f8c00516085c0713e9b35d2f2b080ee20,3.0,7.0,2.0,0.0,7.0,21.0,7.0,7.0,0.0,0.0,0.0,0.0,8.0,42.0,false,false,false,false,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03232,0.0,0.0,-0.01616,0.17778,0.03232,0.03232,0.0,0.0,0.0,0.0,0.01616,0.06408,false,false,false,false,false,false,false,false,false,false,false,false,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,false,false,false,false,false,false,false,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
demo.src.test.java.com.jsoniter.demo.SimpleObjectBinding,138e771f8c00516085c0713e9b35d2f2b080ee20,19.0,44.0,1.0,0.0,32.0,203.0,23.0,15.0,1.0,11.0,2.0,0.0,6.0,199.0,false,false,false,false,false,false,-0.14545,0.0,0.0,0.0,0.14545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29091,0.0,-0.13636,0.0,0.0,0.0,0.13636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27273,0.0,false,false,false,false,false,false,false,false,false,false,false,false,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,false,false,false,false,false,false,false,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
src.test.java.com.jsoniter.SimpleObject,138e771f8c00516085c0713e9b35d2f2b080ee20,1.0,10.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,18.0,false,false,false,false,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,false,false,false,false,false,false,false,false,false,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,false,false,false,false,false,false,false,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
demo.src.test.java.com.jsoniter.demo.ModelTest,138e771f8c00516085c0713e9b35d2f2b080ee20,15.0,6.0,1.0,0.0,12.0,0.0,6.0,6.0,1.0,8.0,2.0,0.0,0.0,72.0,false,false,false,false,false,false,2.5,0.5,0.0,0.0,1.5,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,6.5,2.5,0.5,0.0,0.0,1.5,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,6.5,false,false,false,false,false,false,false,false,false,false,false,false,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,false,false,false,false,false,false,false,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
src.main.java.com.jsoniter.ReflectionDecoderFactory,138e771f8c00516085c0713e9b35d2f2b080ee20,9.0,10.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,31.0,false,false,false,false,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,false,false,false,false,false,false,false,false,false,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,false,false,false,false,false,false,false,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
src.test.java.com.jsoniter.output.TestNative,138e771f8c00516085c0713e9b35d2f2b080ee20,2.0,15.0,2.0,0.0,10.0,0.0,15.0,15.0,0.0,2.0,0.0,0.0,0.0,83.0,false,false,false,false,false,false,0.0,0.8,0.0,0.0,0.4,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.8,0.0,0.0,0.4,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,4.0,false,false,false,false,false,false,false,false,false,false,false,false,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,false,false,false,false,false,false,false,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
src.main.java.com.jsoniter.Any,138e771f8c00516085c0713e9b35d2f2b080ee20,4.0,89.0,1.0,0.0,31.0,15.0,19.0,16.0,3.0,2.0,1.0,0.0,23.0,217.0,false,false,false,false,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02502,0.12785,0.0,0.0,0.04799,0.23893,0.03186,0.03186,0.0,0.0,0.0,0.0,0.07482,0.38919,fileNotPresentInCommit,fileNotPresentInCommit,fileNotPresentInCommit,fileNotPresentInCommit,fileNotPresentInCommit,fileNotPresentInCommit,fileNotPresentInCommit,fileNotPresentInCommit,fileNotPresentInCommit,fileNotPresentInCommit,fileNotPresentInCommit,fileNotPresentInCommit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,fileNotPresentInCommit,fileNotPresentInCommit,fileNotPresentInCommit,fileNotPresentInCommit,fileNotPresentInCommit,fileNotPresentInCommit,fileNotPresentInCommit,fileNotPresentInCommit,fileNotPresentInCommit,fileNotPresentInCommit,fileNotPresentInCommit,fileNotPresentInCommit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
src.main.java.com.jsoniter.CodegenAccess,138e771f8c00516085c0713e9b35d2f2b080ee20,14.0,83.0,1.0,0.0,41.0,253.0,23.0,22.0,23.0,0.0,0.0,0.0,22.0,211.0,false,false,false,false,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19128,0.76882,0.0,0.0,0.42756,3.33954,0.19693,0.19018,0.19693,0.0,0.0,0.0,0.26632,1.97821,false,false,false,false,false,false,false,false,false,false,false,false,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,false,false,false,false,false,false,false,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
demo.src.test.java.com.jsoniter.demo.IntegerOutput,138e771f8c00516085c0713e9b35d2f2b080ee20,11.0,6.0,1.0,0.0,15.0,0.0,6.0,6.0,1.0,5.0,0.0,0.0,0.0,63.0,false,false,false,false,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,false,false,false,false,false,false,false,false,false,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,false,false,false,false,false,false,false,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
src.main.java.com.jsoniter.spi.EmptyExtension,138e771f8c00516085c0713e9b35d2f2b080ee20,3.0,3.0,1.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,15.0,false,false,false,false,false,false,0.0,0.14545,0.0,0.0,0.0,0.29091,0.14545,0.14545,0.0,0.0,0.0,0.0,0.0,0.58182,0.0,0.02177,0.0,0.0,0.0,0.04355,0.02177,0.02177,0.0,0.0,0.0,0.0,0.0,0.0871,false,false,false,false,false,false,false,false,false,false,false,false,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,false,false,false,false,false,false,false,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
demo.src.main.java.com.jsoniter.demo.Demo,138e771f8c00516085c0713e9b35d2f2b080ee20,3.0,2.0,1.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,16.0,false,false,false,false,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,false,false,false,false,false,false,false,false,false,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,false,false,false,false,false,false,false,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
src.main.java.com.jsoniter.output.StreamImplNumber,138e771f8c00516085c0713e9b35d2f2b080ee20,3.0,51.0,1.0,0.0,9.0,5.0,6.0,4.0,6.0,8.0,0.0,8.0,3.0,195.0,false,false,false,false,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,false,false,false,false,false,false,false,false,false,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,false,false,false,false,false,false,false,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
src.test.java.com.jsoniter.TestGenerics,138e771f8c00516085c0713e9b35d2f2b080ee20,19.0,15.0,5.0,0.0,24.0,55.0,11.0,11.0,0.0,5.0,5.0,0.0,10.0,96.0,false,false,false,false,false,false,0.0,0.12727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12727,0.16253,0.12552,0.04378,0.0,0.10299,0.59573,0.07496,0.07496,0.0,0.07297,0.07297,0.0,0.0268,0.73084,false,false,false,false,false,false,false,false,false,false,false,false,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,false,false,false,false,false,false,false,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
src.main.java.com.jsoniter.output.JsonStream,138e771f8c00516085c0713e9b35d2f2b080ee20,4.0,60.0,2.0,0.0,30.0,432.0,32.0,31.0,0.0,6.0,0.0,3.0,11.0,183.0,false,false,false,false,false,false,0.01212,1.38182,0.0,0.0,0.60606,2.09091,0.16364,0.14545,0.01212,-0.09697,0.0,0.19394,-0.91515,1.89091,0.00832,0.32837,0.0,0.0,0.08819,1.87723,0.05821,0.04869,0.00635,-0.00175,0.0,0.04027,-0.10745,0.80687,false,false,false,false,false,false,false,false,false,false,false,false,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,false,false,false,false,false,false,false,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
src.main.java.com.jsoniter.CodegenImplObject,138e771f8c00516085c0713e9b35d2f2b080ee20,14.0,187.0,1.0,0.0,59.0,190.0,20.0,3.0,20.0,1.0,0.0,1.0,179.0,546.0,true,true,false,false,false,false,0.14545,5.76364,0.0,0.0,1.6,10.18182,0.58182,-0.29091,0.58182,0.0,0.0,0.0,4.18182,14.72727,0.27939,2.68459,0.0,0.0,0.3298,2.6302,0.19592,0.05878,0.19592,0.0,0.0,0.0,1.31265,5.43051,false,false,false,false,false,false,false,false,false,false,false,false,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,fileNotPresentInCommit,fileNotPresentInCommit,fileNotPresentInCommit,fileNotPresentInCommit,fileNotPresentInCommit,fileNotPresentInCommit,fileNotPresentInCommit,fileNotPresentInCommit,fileNotPresentInCommit,fileNotPresentInCommit,fileNotPresentInCommit,fileNotPresentInCommit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
src.main.java.com.jsoniter.spi.ParameterizedTypeImpl,138e771f8c00516085c0713e9b35d2f2b080ee20,2.0,29.0,1.0,0.0,9.0,0.0,9.0,9.0,2.0,3.0,0.0,0.0,3.0,71.0,false,false,false,false,false,false,0.14545,1.45455,0.0,0.0,0.43636,0.0,0.29091,0.29091,0.29091,0.0,0.0,0.0,0.0,3.34545,0.05779,0.57792,0.0,0.0,0.17337,0.0,0.11558,0.11558,0.11558,0.0,0.0,0.0,0.0,1.32921,false,false,false,false,false,false,false,false,false,false,false,false,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,false,false,false,false,false,false,false,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
src.main.java.com.jsoniter.annotation.JacksonAnnotationSupport,138e771f8c00516085c0713e9b35d2f2b080ee20,7.0,24.0,3.0,0.0,7.0,66.0,4.0,1.0,1.0,0.0,0.0,0.0,4.0,83.0,false,false,false,false,false,false,0.0,0.25455,0.0,0.0,0.0,2.67273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14545,0.0,0.11404,0.0,0.0,0.02982,1.15263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49825,false,false,false,false,false,false,false,false,false,false,false,false,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,false,false,false,false,false,false,false,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
src.test.java.com.jsoniter.User,138e771f8c00516085c0713e9b35d2f2b080ee20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,6.0,false,false,false,false,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,false,false,false,false,false,false,false,false,false,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,false,false,false,false,false,false,false,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
